Project id,Version id,Project name,Version,Notes,Nickname,Release date,Phase,Distribution,URL,Component policy status
70279df3-575c-4c7a-8516-da7b3b1f4139,0b932c13-b120-4400-bc2f-ab3ef20694e5,WebFundamentals,1.0.0,,,,DEVELOPMENT,EXTERNAL,https://bdhub-01.bdhub.crate.farm/#versions/id:0b932c13-b120-4400-bc2f-ab3ef20694e5/view:settings,Not In Violation
