Scan id,Name,Host,Path,Initiated by,Last scanned
215ea614-7cec-4bbd-a423-d3ce64608eeb,WebFundamentals/WebFundamentals/1.0.0 scan,rtp-bdprotex-01,/users/srkontha/projects/WebFundamentals,sysadmin,2/6/18
